Name,Weight (lbs),Sex,Claw Length (inches),Tail Length (inches),Fur Color,Eye Size (inches),Injury,Teeth Length (inches),Height (inches),Length (inches),Number of Siblings,Age,Wood Chucked (lbs)
GREYCE,2.8346160054660747,female,4.957523682121446,1.8215058777422302,light brown,0.07099419176070308,no,1.2010498054524843,1.5439751400057735,5.083243583286897,6,3.0,60.737964612695485
FLASH,5.576453597869579,male,2.147399185828509,2.2867183627935628,black,0.14789076124768782,no,2.4090328444486278,3.480025744137061,9.297582615985451,6,11.0,12.568343972428325
YUGI,13.687521325324317,male,1.7528922652790884,10.883952727721937,red,0.38388595549918586,no,5.6484788429408095,14.04913322874926,20.976262588189666,9,3.0,2764.693091305498
NIFFLER,6.498649556284443,male,1.9698796354792016,3.433405227353237,dark brown,0.13578636476978323,yes,3.139330261220116,3.9135987297664805,10.09883779048193,11,5.0,122.8637026904933
BEEF,6.190037226335634,female,3.6187011231171655,5.018323723619182,albino,0.1641519542485862,no,2.8276255141695312,3.724320964917664,10.936142131518553,6,15.0,10.571760158079178
PUGSLEY,10.137233525070592,male,2.2046202137744833,6.516703293500734,grey spots,0.21448291783872628,no,6.968954442658313,7.010982072296262,18.379228492920202,5,2.0,2723.37846287842
CORONA,12.791180265057182,male,1.9712327653846278,9.230235364291495,brown spots,0.34477442695960797,no,8.874939025427045,7.233426980438389,19.704779097788595,7,6.0,1102.126902969273
EIFFEL,11.389656657640279,male,2.1186000369924662,8.054718526890033,black,0.18147357345498752,no,4.440246812862253,10.241334159806186,22.67331869767885,3,4.0,2467.159849454918
BUCKET,4.790104400606245,male,1.6913096259791733,3.5641195764705436,red,0.12295505613470555,yes,3.243404613809449,4.023315694893855,7.364564451577158,3,5.0,48.18792425733834
CHARLEY,14.771581380003463,male,2.171859373544108,13.204979083460572,grey spots,0.2064589282937411,no,9.997616901744015,8.820355095082899,32.49237872226468,7,8.0,1118.0301821928056
NEESA,7.624680115796709,female,3.857989095959575,4.356395838875629,dark brown,0.15963646895249084,no,1.7078315901104575,4.411054081710696,11.970710572490137,3,1.0,1106.088821313061
VALERIE,12.179234005094518,male,2.2224089941005105,6.971465160900908,brown spots,0.3142836294647208,no,2.3626405183238557,7.803655448544346,21.44259042810164,5,9.0,283.31194830303156
JAYDA,6.496650666300094,female,4.198382415283596,4.119552282813294,dark brown,0.15547511231202518,no,2.3583065370441676,6.327356500635993,9.851920841314223,2,13.0,14.44231951906606
DAPHNE,1.1601961269917436,female,4.011617728232181,0.7128900790509589,brown spots,0.02730173473270156,no,0.43233582157177497,0.5729658921055691,2.3038667368800123,4,2.0,12.681386650663729
DORIE,5.887930965157419,male,2.3437743996017004,5.826658228505844,grey,0.14269095588336098,no,1.984964681179027,3.073004099508094,5.932587779866276,7,2.0,316.0243154955446
SAMBA,9.650825175816093,female,2.646362033172541,5.919582122508953,red,0.18898552580108274,no,6.287044613041865,6.549277393807659,12.57616592706666,4,14.0,22.49395912481059
ALANI,8.557400225697263,male,2.474849765251451,5.394738202091886,grey spots,0.18606171714120154,no,4.0900341033205025,4.8042411431886025,11.303031728892192,1,4.0,750.8091910321103
CANDY,9.155453679435752,male,1.5367275937646057,5.092254757299377,dark brown,0.24302321233131843,no,5.667009560754968,6.440312488616354,13.68260726956285,3,21.0,5.2184109492761985
HONEYSUCKLE,8.770093553160887,female,3.8232540756313824,4.2305151899370985,light brown,0.2261287527507561,yes,5.586348809012947,6.78225875506754,10.976971921856899,6,3.0,556.8892481567757
MUSHU,5.931323767460549,male,1.1232945668138825,3.8694701673586036,red,0.11442003868359905,no,2.3078311121335626,2.4060166745592952,9.0681937207851,5,15.0,4.107883106327645
DRED,7.108949060279375,female,4.268131103224096,4.507167728411765,black,0.1583619901182535,yes,3.2163475943759887,5.570316436958086,11.057388805027145,5,1.0,481.12260785613734
RED,9.701245864526346,male,1.1940085450257543,5.398303302949641,red,0.2723450787603033,no,3.2240542558855334,4.985332108203019,14.695749940837043,2,3.0,1581.2846086934471
ABBY JEAN,7.860769773597405,male,2.3463196335203444,6.801525734991767,grey,0.18309248063138361,no,3.1903424398091613,3.2447750032932023,12.534486628579772,5,3.0,1047.5661526265578
ZIGGY,8.19197221599016,female,3.2082909999467537,5.7800151254071155,dark brown,0.18800390496181238,no,4.779046489941336,6.206643152612347,10.245553458677156,5,6.0,236.48618999629045
BOO BOO,5.877001417935767,female,3.6037886999969295,3.6768952142437827,grey,0.07174984491391516,no,2.890221305269042,4.4333043889289785,10.569735162836709,8,3.0,530.9558596358073
PIPER,4.329242086958321,female,4.445287760077686,3.435390768509485,brown spots,0.08087871762066046,no,2.4729358232142733,2.1322882629711972,7.524905787442794,5,9.0,18.205895349842397
WILLOW GRACE,7.712948781040554,female,4.82411255165292,4.411347995339702,grey spots,0.15992138682992774,no,3.772556333828737,5.289095922750984,15.324676330092684,11,1.0,1678.6178000057575
KUMA,12.243574084555597,male,1.0573882082547015,8.303418209905773,grey spots,0.3219931228340404,no,4.890189643048569,7.664485671381601,18.928218095955962,1,15.0,36.23586528650104
POLARIS,8.285759639802412,female,4.085529318536992,4.915980074022618,dark brown,0.24085686087300062,no,2.5290529330936398,6.902060403845978,9.474914173213634,8,5.0,337.8649213250251
GRACE,11.721533365189499,male,1.9666016132654953,10.173355543940099,albino,0.3549191916006276,no,4.889348590357128,7.16476179750955,14.885440046096056,8,8.0,260.4439791678919
KIEFER,8.055424474581049,female,3.578132622554462,4.4954207098339785,grey,0.16119815727142298,no,2.548090630560531,4.274554956206911,15.336916395648615,4,11.0,43.539229354950635
BERTUZZI,6.7889992024663535,female,3.903018607763611,4.809851241507219,albino,0.17676550557712847,no,1.4051163367188755,6.334683013288505,12.493061053204286,4,3.0,767.6315067594795
PRECIOUS,6.003145042791258,male,1.9913083329231827,2.8742036797128896,albino,0.12697037076808768,no,1.2025354210468655,3.9302965511842194,10.127205821591811,9,3.0,460.4259830205056
PIPPEN,7.920152718114029,male,2.8186291624116384,4.594419485253243,albino,0.15944643742756892,no,4.2937784257612375,6.5338040381913585,8.258263648368755,2,1.0,838.8023316315044
GINA,4.074658980715795,female,2.6262743129567316,2.309007436514696,black,0.09346094348706285,no,1.8268400357763637,1.8053016732499698,7.933198288978899,1,2.0,222.69398926037783
INDIAN,9.512439400002808,female,2.938005597665287,5.98809881433274,black,0.21282183491079268,no,5.591011258550783,7.538827382632415,19.37885261491381,6,10.0,112.41230226804805
PLAYER,4.098851884751175,male,2.0473702572678683,2.4019100776817837,black,0.1263050899747066,no,2.5175686477189756,2.929219861264989,6.263010549761698,5,1.0,191.96243137380432
OAKIE,5.753354169229263,female,4.354773595727186,3.737334350870035,black,0.10360240767512485,no,1.2958120521624066,4.361448545492539,9.609834260779472,10,5.0,169.9037667053613
TEKONA,5.15184096716467,male,1.470304814454057,3.352923090152728,light brown,0.10013124921603575,no,1.9929886433884512,4.732865581871891,8.629792320292838,5,2.0,373.7699441054365
INDY,5.593504452384057,female,3.514982168968644,4.585729152121039,black,0.12903092610634007,yes,1.3418760123498419,3.532058942751771,9.961985770489814,3,9.0,13.674076951316312
MITAH,6.753401822788595,female,3.4618014610672723,4.009708407627848,dark brown,0.125480102342985,no,2.970299027438584,7.366694297936289,11.319132975534503,2,2.0,870.8656892339023
ABEL,8.823527558875115,female,3.9029738435328265,6.326449135625895,grey spots,0.22606066636448024,no,4.772562854691418,5.316243035866085,17.29089356040601,5,1.0,2305.8864021296345
HERMAN,6.54554029957759,female,4.654916569476927,2.5707691920033118,red,0.18334127910300113,no,2.3342316685183597,3.8496356339203306,11.117522890863313,11,2.0,787.6000116511171
HERMIONE,9.914147748026911,male,2.1927436614995948,4.203280985402787,grey spots,0.2741162460335977,no,4.0976861950444095,6.9197446871532495,16.608349975899575,7,20.0,9.086775489383708
RAMONA,2.03816395837767,female,4.137902312051696,1.3821362633680083,albino,0.05008025430343163,yes,0.5052602534894146,1.2975565153699178,2.278726110728629,2,2.0,11.05692224562036
IVY,5.728807984670579,female,3.300621551628431,2.461282406228535,black,0.14863396776539492,no,2.2363852293980213,3.006816998690306,11.66457108848192,3,1.0,725.7136751245963
AUDI MURPHEY,10.30449568735065,male,1.161963630587277,6.567745911210947,light brown,0.2050910954600489,no,4.875843049663916,7.187696704496928,20.79387027582039,7,4.0,1991.3121506111543
GIOVANNI,10.697826331826718,male,2.2796963418366047,8.08516685281367,black,0.24359470335310754,no,4.332668320902348,7.206464903118354,17.984507411428986,9,2.0,2500.4955761062433
BATMAN,8.230841309966682,female,3.462758474654653,4.661878714508187,dark brown,0.21226102063934932,no,3.2209113049803593,6.003776451181333,13.928234074336064,6,2.0,1477.0879384202683
BUDDY BOY,10.951400430554145,female,3.7345469150823436,7.643614369003077,red,0.14412115393492292,no,3.996785040904914,7.420507484586146,17.9362695595317,6,3.0,2245.301624170361
INTI,6.9684032066082855,male,2.768094710067691,2.675564165593688,black,0.15857497239138196,no,2.1707192097816175,5.517974918070805,12.100996896260812,9,5.0,330.8368521439799
CHAZZ,4.307746824779279,female,3.9652475905373277,2.712176559034105,black,0.09374787287299254,no,1.8943333809669791,3.3843995499433404,5.206629232980419,6,9.0,13.329492435273414
DECLAN,7.952461785331729,female,3.787580073518288,2.6584495247395155,grey spots,0.17235743057359756,no,4.369452350814635,4.710740787354867,18.01703003761901,7,3.0,1739.4138649423287
RIGGS,7.919604379880729,male,1.594263273511281,4.424977309669022,dark brown,0.18334013927463302,no,3.994860655017117,5.30853970921429,14.112265507879593,7,8.0,117.35541470352076
SNIPE,9.348885579721117,female,3.8268051090815725,5.921634627244343,dark brown,0.203931987571139,yes,5.5839120569486465,5.609933203767479,9.441351981625768,9,7.0,88.37588119795961
BERETTA,10.706560298446021,male,1.6999036780032661,8.525381931936092,grey,0.1494226158844469,no,6.611748188262356,8.540125744223044,15.826015419113586,7,8.0,252.2368990519248
NATCHIQ,11.077291558392677,male,2.224701195292166,5.608508778229045,grey spots,0.34012119705397403,no,5.844012169821427,8.343153652848866,19.014892781585207,5,2.0,2882.508618639047
ROSSI,4.139739555256818,female,3.2914307356449073,2.983785477410954,brown spots,0.10391623581835059,no,1.9413570511344045,3.7951223126400886,8.106543179786769,5,1.0,247.82753538100928
HEIRESS,13.890782620723211,male,1.640034565331374,7.485183372600663,black,0.3857827926370991,no,2.179417795654523,7.564159058086241,24.369853424512506,0,12.0,145.88847953223834
CORA,13.683047675067927,male,2.063161182542668,8.507113938561771,light brown,0.309638647335021,no,5.59000194514984,6.892547936518451,23.418206863313532,3,3.0,3197.5424005212726
JINKS,9.285783283637569,male,1.6541395346776042,3.895625948707927,light brown,0.18761480066086628,no,5.09247313304381,6.05814444210984,8.179112889047785,5,5.0,394.5665054482385
AXL,11.44907471970324,male,2.0648595676872468,6.707860480678961,grey,0.30069844378879756,no,2.789096010712473,4.641865441457529,14.903394492052632,7,5.0,933.5747405235892
ROKY,12.234778610297361,male,0.7334206162663532,7.2614477053701885,albino,0.18570796920923544,no,6.631023743261051,5.57366998093505,19.940736333573987,5,3.0,2737.276225265565
FLAG,11.18594101363675,male,2.1057376866733333,8.13991985874164,grey spots,0.20980575115853237,no,5.897083412926475,6.687479097258295,14.861565409167255,2,3.0,1836.980040603881
MOLLY,5.093550119194644,female,4.010070656418599,3.4161170764566124,brown spots,0.16532380856998333,no,2.403111937329596,3.9412349315628314,10.503461722883051,5,3.0,400.08625246078225
ATL,5.070868404807568,female,4.279141249568882,2.5069841022430936,grey,0.06882132406099335,no,2.8463227586827706,3.344804742812071,7.636182399491111,0,4.0,189.93482460561697
DAVROS,7.83099185418202,female,3.8483630629638346,5.802089150237751,grey,0.1264758828446754,no,5.129309322752961,5.0413403867534745,9.286538220516777,5,12.0,21.9604107512785
AIOFA,4.999836953933206,male,1.9786811468347696,2.8835349632019467,albino,0.14719437712897335,no,1.761509465453663,3.947396969779306,8.09160029359463,6,2.0,327.7801048962496
RUE,5.995552767114933,male,1.173050160663191,3.920164636007311,grey,0.1540480981657242,yes,3.949879764679184,3.924449508264292,8.389691788357815,3,7.0,30.10418013004903
INDIE,13.172525167935392,male,1.7351723649950928,9.142352417212916,albino,0.3370413814447341,no,9.567598721305853,9.37785889521244,24.729538237487557,5,1.0,4098.900408903551
SCRATCH,7.674521652112368,female,4.361150737202274,5.816252466504853,albino,0.19169441520029498,no,4.095411384390152,7.676321811457407,7.568035516906319,3,14.0,13.982099788944131
SCRUGGS,8.703749278292342,female,4.0030820178641475,5.159748894772553,brown spots,0.13740381047054795,no,3.719557069869087,6.148002029731857,13.604608767275922,8,6.0,358.682748073621
BETTLES,12.985003005205675,male,1.0323397918290382,7.652165472513612,grey,0.27861368950963467,no,3.8504760469696713,8.1596939704439,28.73211998150198,3,6.0,1727.6639224080404
BEAUREGARD,9.62958726656354,male,1.2756106726311283,8.382708444331161,brown spots,0.2692796072294588,yes,4.605587252422347,6.211948862177408,10.974711328207398,10,3.0,568.9877370053744
GIMLI,6.599876165676442,female,3.1942066378759515,4.550454764500985,red,0.13882988317361852,no,3.201628166268455,6.284193762445993,11.674321474733327,6,4.0,499.0538088350901
CHUGI,6.787868543460011,female,3.4964490975455824,2.8404542175431167,black,0.18742673847359162,no,2.1529512587788053,7.274601961107078,8.55085244457436,4,9.0,32.82670989835916
GOAT,14.324561783292769,male,2.3071080102663033,9.577812833601687,red,0.40149618696436506,no,5.117075161358221,9.950174310676568,22.44788376401648,4,4.0,2508.21985059946
MEEKO,9.590564791159597,male,2.284158395333321,6.900174150259728,red,0.2547040494747817,yes,3.488042936398587,4.982657394209634,16.89202577524053,3,1.0,1140.8744901854386
SUE SUE,10.083880840736342,male,1.9421630284349563,5.453240280599678,red,0.25265559788901354,no,3.7799334563713027,8.027971202985375,17.044802170230277,9,5.0,953.4665249268302
MUPPET,7.874018003275692,female,4.079646069524263,5.663456074809449,albino,0.0914257744503796,no,4.232497222745095,7.277447199106893,7.969791375917844,6,12.0,19.722362511953058
FADED,3.535595611787535,male,1.1971671891861517,3.382082417799501,albino,0.07401004895790748,no,1.9235012207185975,2.0419988941497285,6.689190351812599,5,40.0,1.141704219290681
TOWELIE,8.942194794894577,female,4.347333174275797,3.165736944534741,light brown,0.24435769385247433,no,3.361848899512565,6.190688066909013,13.242385702197701,3,3.0,1289.0321488413636
C.C.,5.290152100540113,female,3.7959033929267494,3.895555071544877,light brown,0.15284795979829394,yes,1.9852833841784434,3.6440467227207667,7.893443846199778,3,1.0,189.75562883689253
HOMER,9.08389946106937,female,3.754539767926883,3.085124908839626,brown spots,0.19891846610374617,no,3.8824892388627257,6.161626350635552,12.723351051200536,7,17.0,13.619774588370365
TARGA,11.245160729563151,female,3.9280330527086877,5.949001432526335,grey spots,0.22766920752608538,no,4.8040351495597164,9.79332646474192,17.698471232332803,3,2.0,2569.145315516287
TRE,11.877173816732968,male,1.9162109946311399,8.125156422380186,albino,0.2607428740073379,no,5.368612530525332,7.811046947208229,18.825423823633365,8,2.0,2701.1016768125637
TROOPER,6.6161030426708125,female,4.082505604132028,3.2684391966483264,black,0.17034012487050534,no,5.661885163512658,5.155423979493278,14.441868017791347,2,7.0,148.57105508023395
KANANI,8.60671591231404,female,4.606933503939462,2.922639076309665,albino,0.2462256097650209,no,3.430669039534268,4.543267002242642,16.78079076447518,8,2.0,2001.9788261718088
BETTY JEAN,7.023955897767199,female,4.231157820064376,6.43731442870323,black,0.14617745158545317,no,3.5576398504677287,4.799436144516052,10.901062677807662,7,19.0,9.817802923146404
REGINALD,8.685136439299265,female,4.2476289914152945,5.469568234242609,red,0.13341493029554344,yes,4.224604997596742,6.621847587309252,17.75970638802903,6,6.0,252.55241340020828
RAVEN,7.3520718336168756,female,3.1060150935418664,4.713402043293685,brown spots,0.1572327990975736,no,1.7228430162029398,4.801177817220462,13.357905569547265,7,1.0,1202.0932234766944
HALO,6.5944959148031765,female,3.832943121673809,4.1039701804108315,brown spots,0.17283103290896087,no,3.1686286394224976,4.743926038945165,12.203518707290812,6,2.0,943.6549060192154
